"labels","vals"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_median","1.25"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_lower","1.17"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_upper","1.33"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_bulk_ess","658.4"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_tail_ess","1466.37"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_median","1.19"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_lower","1.1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_upper","1.27"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_bulk_ess","814.03"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_tail_ess","1926.08"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_median","-0.28"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_lower","-0.36"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_upper","-0.2"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_bulk_ess","690.26"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_tail_ess","1797.25"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_median","0.28"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_lower","0.2"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_upper","0.36"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_bulk_ess","690.26"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_tail_ess","1797.25"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_median","1.51"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_lower","1.44"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_upper","1.57"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_bulk_ess","2397.03"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_tail_ess","4039.68"
"empirical_age_sex_comm_alt_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_median","-2.91"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_lower","-3.19"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_upper","-2.64"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_bulk_ess","4365.06"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_tail_ess","4395.5"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_baseline_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_median","-5.86"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_lower","-6.11"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_upper","-5.61"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_bulk_ess","3245.91"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_tail_ess","5023.33"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fpr_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_median","0.49"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_lower","0.33"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_upper","0.64"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_bulk_ess","3958.3"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_tail_ess","5424.11"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_fnr_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_median","-0.03"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_lower","-0.43"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_upper","0.32"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_bulk_ess","5706.65"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_tail_ess","5511.77"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_median","-0.05"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_lower","-0.34"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_upper","0.25"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_bulk_ess","8368.18"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_tail_ess","6439.92"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_median","0.08"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_lower","-0.26"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_upper","0.41"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_bulk_ess","7309.88"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_tail_ess","6295.84"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_median","-0.05"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_lower","-0.28"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_upper","0.19"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_bulk_ess","6175.95"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_tail_ess","5928.48"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_median","0.05"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_lower","-0.19"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_upper","0.28"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_bulk_ess","6175.95"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_tail_ess","5928.48"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_median","0.38"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_lower","0.13"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_upper","0.64"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_bulk_ess","6103.59"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_tail_ess","5919.35"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs6_rhat","1"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_median","-0.38"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_lower","-0.64"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_upper","-0.13"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_bulk_ess","6103.59"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_tail_ess","5919.35"
"empirical_age_sex_comm_alt_fit_logit_prob_mi_coeffs7_rhat","1"
"empirical_age_sex_comm_alt_n_participant_visits","2,000"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_median_percent","-297.68"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_lower_percent","-326.44"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_upper_percent","-268.22"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_median_percent","-568.37"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_lower_percent","-590.84"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_upper_percent","-546.26"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_median_percent","30.52"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_lower_percent","12.66"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_upper_percent","47.38"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fpr_median_percent","0.34"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fpr_lower_percent","0.27"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fpr_upper_percent","0.42"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fnr_median_percent","57.57"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fnr_lower_percent","53.16"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_fnr_upper_percent","61.63"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_median_percent","6.1"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_lower_percent","4.86"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_upper_percent","7.39"
"empirical_age_sex_comm_incl_minor_fit_prob_mi_median_percent_int","6"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_median","1.21"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_lower","1.14"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_upper","1.3"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_bulk_ess","715.95"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_tail_ess","1606.76"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_baseline_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_median","-1.2"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_lower","-1.28"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_upper","-1.13"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_bulk_ess","575.57"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_tail_ess","992.64"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs1_rhat","1.01"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_median","1.2"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_lower","1.13"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_upper","1.28"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_bulk_ess","575.57"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_tail_ess","992.64"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs2_rhat","1.01"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_median","1.19"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_lower","1.11"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_upper","1.27"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_bulk_ess","690.77"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_tail_ess","1594.82"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_median","-0.28"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_lower","-0.36"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_upper","-0.2"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_bulk_ess","680.53"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_tail_ess","1225.86"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_median","0.28"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_lower","0.2"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_upper","0.36"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_bulk_ess","680.53"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_tail_ess","1225.86"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_median","1.51"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_lower","1.45"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_upper","1.58"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_bulk_ess","2291.15"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_tail_ess","4077.76"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_median","-2.98"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_lower","-3.26"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_upper","-2.68"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_bulk_ess","3490.63"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_tail_ess","5027.37"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_baseline_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_median","-5.68"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_lower","-5.91"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_upper","-5.46"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_bulk_ess","3087.78"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_tail_ess","4832.41"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fpr_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_median","0.31"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_lower","0.13"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_upper","0.47"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_bulk_ess","3323.97"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_tail_ess","4637.46"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_fnr_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_median","-0.07"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_lower","-0.45"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_upper","0.3"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_bulk_ess","4543.73"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_tail_ess","4783.69"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_median","0.02"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_lower","-0.27"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_upper","0.31"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_bulk_ess","6648.23"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_tail_ess","5357.19"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_median","0.06"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_lower","-0.28"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_upper","0.39"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_bulk_ess","4744.34"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_tail_ess","5520.46"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_median","-0.08"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_lower","-0.32"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_upper","0.13"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_bulk_ess","4909.37"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_tail_ess","5316.81"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_median","0.08"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_lower","-0.13"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_upper","0.32"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_bulk_ess","4909.37"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_tail_ess","5316.81"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_median","0.46"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_lower","0.21"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_upper","0.74"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_bulk_ess","4270.02"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_tail_ess","4902.38"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs6_rhat","1"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_median","-0.46"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_lower","-0.74"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_upper","-0.21"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_bulk_ess","4270.02"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_tail_ess","4902.38"
"empirical_age_sex_comm_incl_minor_fit_logit_prob_mi_coeffs7_rhat","1"
"empirical_age_sex_comm_incl_minor_n_participant_visits","2,029"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_median_percent","-452.76"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_lower_percent","-591.85"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_upper_percent","-338.78"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_median_percent","-373.52"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_lower_percent","-405.76"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_upper_percent","-343.2"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_median_percent","-86.17"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_lower_percent","-234.92"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_upper_percent","46"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fpr_median_percent","2.33"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fpr_lower_percent","1.68"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fpr_upper_percent","3.11"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fnr_median_percent","29.7"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fnr_lower_percent","6.93"
"empirical_age_sex_comm_amplicon_fit_prob_mi_fnr_upper_percent","56.97"
"empirical_age_sex_comm_amplicon_fit_prob_mi_median_percent","2.31"
"empirical_age_sex_comm_amplicon_fit_prob_mi_lower_percent","0.71"
"empirical_age_sex_comm_amplicon_fit_prob_mi_upper_percent","4.94"
"empirical_age_sex_comm_amplicon_fit_prob_mi_median_percent_int","2"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_median","0.96"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_lower","0.8"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_upper","1.12"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_bulk_ess","10807.93"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_tail_ess","6207.49"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_baseline_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_median","-1.45"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_lower","-1.6"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_upper","-1.31"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_bulk_ess","10792.96"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_tail_ess","6645.25"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_median","1.45"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_lower","1.31"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_upper","1.6"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_bulk_ess","10792.96"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_tail_ess","6645.25"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_median","1.23"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_lower","1.07"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_upper","1.4"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_bulk_ess","10569.9"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_tail_ess","6755.2"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_median","-0.14"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_lower","-0.3"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_upper","0.01"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_bulk_ess","9687.87"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_tail_ess","6219.33"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_median","0.14"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_lower","-0.01"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_upper","0.3"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_bulk_ess","9687.87"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_tail_ess","6219.33"
"empirical_age_sex_comm_amplicon_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_median","-4.53"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_lower","-5.92"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_upper","-3.39"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_bulk_ess","5207.26"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_tail_ess","4974.06"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_baseline_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_median","-3.74"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_lower","-4.06"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_upper","-3.43"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_bulk_ess","10702.39"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_tail_ess","5970.78"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fpr_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_median","-0.86"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_lower","-2.35"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_upper","0.46"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_bulk_ess","10026.92"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_tail_ess","5401.82"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_fnr_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_median","0.26"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_lower","-0.71"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_upper","1.26"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_bulk_ess","10055.64"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_tail_ess","4979.66"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_median","0.25"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_lower","-0.6"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_upper","1.13"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_bulk_ess","11967.57"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_tail_ess","5302.78"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_median","-0.46"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_lower","-1.68"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_upper","0.52"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_bulk_ess","10950.57"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_tail_ess","5397.65"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_median","-0.11"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_lower","-0.78"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_upper","0.61"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_bulk_ess","12335.07"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_tail_ess","5032.56"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_median","0.11"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_lower","-0.61"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_upper","0.78"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_bulk_ess","12335.07"
