"labels","vals"
"empirical_var_select_fit_logit_prob_mi_coeffs38_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs38_lower","-0.27"
"empirical_var_select_fit_logit_prob_mi_coeffs38_upper","0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs38_bulk_ess","9479.2"
"empirical_var_select_fit_logit_prob_mi_coeffs38_tail_ess","7343.52"
"empirical_var_select_fit_logit_prob_mi_coeffs38_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs39_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs39_lower","-0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs39_upper","0.27"
"empirical_var_select_fit_logit_prob_mi_coeffs39_bulk_ess","9479.2"
"empirical_var_select_fit_logit_prob_mi_coeffs39_tail_ess","7343.52"
"empirical_var_select_fit_logit_prob_mi_coeffs39_rhat","1"
"empirical_var_select_fit_mi_tau_median","0.09"
"empirical_var_select_fit_mi_tau_lower","0"
"empirical_var_select_fit_mi_tau_upper","0.21"
"empirical_var_select_fit_mi_tau_bulk_ess","3510.28"
"empirical_var_select_fit_mi_tau_tail_ess","3498.24"
"empirical_var_select_fit_mi_tau_rhat","1"
"empirical_var_select_fit_mi_lambda1_median","0.74"
"empirical_var_select_fit_mi_lambda1_lower","0"
"empirical_var_select_fit_mi_lambda1_upper","3.88"
"empirical_var_select_fit_mi_lambda1_bulk_ess","5455.94"
"empirical_var_select_fit_mi_lambda1_tail_ess","4842.65"
"empirical_var_select_fit_mi_lambda1_rhat","1"
"empirical_var_select_fit_mi_lambda2_median","0.74"
"empirical_var_select_fit_mi_lambda2_lower","0"
"empirical_var_select_fit_mi_lambda2_upper","4"
"empirical_var_select_fit_mi_lambda2_bulk_ess","6044.2"
"empirical_var_select_fit_mi_lambda2_tail_ess","5147.18"
"empirical_var_select_fit_mi_lambda2_rhat","1"
"empirical_var_select_fit_mi_lambda3_median","0.8"
"empirical_var_select_fit_mi_lambda3_lower","0"
"empirical_var_select_fit_mi_lambda3_upper","4.38"
"empirical_var_select_fit_mi_lambda3_bulk_ess","5323.2"
"empirical_var_select_fit_mi_lambda3_tail_ess","4142.84"
"empirical_var_select_fit_mi_lambda3_rhat","1"
"empirical_var_select_fit_mi_lambda4_median","0.83"
"empirical_var_select_fit_mi_lambda4_lower","0"
"empirical_var_select_fit_mi_lambda4_upper","4.31"
"empirical_var_select_fit_mi_lambda4_bulk_ess","5118.62"
"empirical_var_select_fit_mi_lambda4_tail_ess","4077.74"
"empirical_var_select_fit_mi_lambda4_rhat","1"
"empirical_var_select_fit_mi_lambda5_median","0.75"
"empirical_var_select_fit_mi_lambda5_lower","0"
"empirical_var_select_fit_mi_lambda5_upper","3.79"
"empirical_var_select_fit_mi_lambda5_bulk_ess","5384.15"
"empirical_var_select_fit_mi_lambda5_tail_ess","4102.89"
"empirical_var_select_fit_mi_lambda5_rhat","1"
"empirical_var_select_fit_mi_lambda6_median","0.73"
"empirical_var_select_fit_mi_lambda6_lower","0"
"empirical_var_select_fit_mi_lambda6_upper","3.6"
"empirical_var_select_fit_mi_lambda6_bulk_ess","5372.02"
"empirical_var_select_fit_mi_lambda6_tail_ess","3505.76"
"empirical_var_select_fit_mi_lambda6_rhat","1"
"empirical_var_select_fit_mi_lambda7_median","0.72"
"empirical_var_select_fit_mi_lambda7_lower","0"
"empirical_var_select_fit_mi_lambda7_upper","3.52"
"empirical_var_select_fit_mi_lambda7_bulk_ess","5890.2"
"empirical_var_select_fit_mi_lambda7_tail_ess","4395.17"
"empirical_var_select_fit_mi_lambda7_rhat","1"
"empirical_var_select_fit_mi_lambda8_median","0.82"
"empirical_var_select_fit_mi_lambda8_lower","0"
"empirical_var_select_fit_mi_lambda8_upper","4.34"
"empirical_var_select_fit_mi_lambda8_bulk_ess","5322.72"
"empirical_var_select_fit_mi_lambda8_tail_ess","3937.09"
"empirical_var_select_fit_mi_lambda8_rhat","1"
"empirical_var_select_fit_mi_lambda9_median","0.75"
"empirical_var_select_fit_mi_lambda9_lower","0"
"empirical_var_select_fit_mi_lambda9_upper","4.09"
"empirical_var_select_fit_mi_lambda9_bulk_ess","5427.44"
"empirical_var_select_fit_mi_lambda9_tail_ess","4140.39"
"empirical_var_select_fit_mi_lambda9_rhat","1"
"empirical_var_select_fit_mi_lambda10_median","0.74"
"empirical_var_select_fit_mi_lambda10_lower","0"
"empirical_var_select_fit_mi_lambda10_upper","3.74"
"empirical_var_select_fit_mi_lambda10_bulk_ess","5655.31"
"empirical_var_select_fit_mi_lambda10_tail_ess","3804.57"
"empirical_var_select_fit_mi_lambda10_rhat","1"
"empirical_var_select_fit_mi_lambda11_median","1.52"
"empirical_var_select_fit_mi_lambda11_lower","0"
"empirical_var_select_fit_mi_lambda11_upper","7.27"
"empirical_var_select_fit_mi_lambda11_bulk_ess","4455.57"
"empirical_var_select_fit_mi_lambda11_tail_ess","3453.55"
"empirical_var_select_fit_mi_lambda11_rhat","1"
"empirical_var_select_fit_mi_lambda12_median","1.54"
"empirical_var_select_fit_mi_lambda12_lower","0.01"
"empirical_var_select_fit_mi_lambda12_upper","6.61"
"empirical_var_select_fit_mi_lambda12_bulk_ess","5642.18"
"empirical_var_select_fit_mi_lambda12_tail_ess","4075.98"
"empirical_var_select_fit_mi_lambda12_rhat","1"
"empirical_var_select_fit_mi_lambda13_median","0.77"
"empirical_var_select_fit_mi_lambda13_lower","0"
"empirical_var_select_fit_mi_lambda13_upper","3.9"
"empirical_var_select_fit_mi_lambda13_bulk_ess","5543.7"
"empirical_var_select_fit_mi_lambda13_tail_ess","4565.9"
"empirical_var_select_fit_mi_lambda13_rhat","1"
"empirical_var_select_fit_mi_lambda14_median","0.75"
"empirical_var_select_fit_mi_lambda14_lower","0"
"empirical_var_select_fit_mi_lambda14_upper","4.04"
"empirical_var_select_fit_mi_lambda14_bulk_ess","5157.02"
"empirical_var_select_fit_mi_lambda14_tail_ess","4457.9"
"empirical_var_select_fit_mi_lambda14_rhat","1"
"empirical_var_select_fit_mi_lambda15_median","0.73"
"empirical_var_select_fit_mi_lambda15_lower","0"
"empirical_var_select_fit_mi_lambda15_upper","3.65"
"empirical_var_select_fit_mi_lambda15_bulk_ess","6359.38"
"empirical_var_select_fit_mi_lambda15_tail_ess","4310.38"
"empirical_var_select_fit_mi_lambda15_rhat","1"
"empirical_var_select_fit_mi_lambda16_median","0.69"
"empirical_var_select_fit_mi_lambda16_lower","0"
"empirical_var_select_fit_mi_lambda16_upper","3.61"
"empirical_var_select_fit_mi_lambda16_bulk_ess","5388.91"
"empirical_var_select_fit_mi_lambda16_tail_ess","4422.12"
"empirical_var_select_fit_mi_lambda16_rhat","1"
"empirical_var_select_fit_mi_lambda17_median","0.73"
"empirical_var_select_fit_mi_lambda17_lower","0"
"empirical_var_select_fit_mi_lambda17_upper","3.85"
"empirical_var_select_fit_mi_lambda17_bulk_ess","6171.46"
"empirical_var_select_fit_mi_lambda17_tail_ess","4678.57"
"empirical_var_select_fit_mi_lambda17_rhat","1"
"empirical_var_select_fit_mi_lambda18_median","0.78"
"empirical_var_select_fit_mi_lambda18_lower","0"
"empirical_var_select_fit_mi_lambda18_upper","4.15"
"empirical_var_select_fit_mi_lambda18_bulk_ess","5790.92"
"empirical_var_select_fit_mi_lambda18_tail_ess","4120.64"
"empirical_var_select_fit_mi_lambda18_rhat","1"
"empirical_var_select_fit_mi_lambda19_median","0.79"
"empirical_var_select_fit_mi_lambda19_lower","0"
"empirical_var_select_fit_mi_lambda19_upper","4.12"
"empirical_var_select_fit_mi_lambda19_bulk_ess","6015.32"
"empirical_var_select_fit_mi_lambda19_tail_ess","4557.27"
"empirical_var_select_fit_mi_lambda19_rhat","1"
"empirical_var_select_fit_mi_lambda20_median","0.71"
"empirical_var_select_fit_mi_lambda20_lower","0"
"empirical_var_select_fit_mi_lambda20_upper","4.14"
"empirical_var_select_fit_mi_lambda20_bulk_ess","5395.94"
"empirical_var_select_fit_mi_lambda20_tail_ess","4328.75"
"empirical_var_select_fit_mi_lambda20_rhat","1"
"empirical_var_select_fit_mi_lambda21_median","0.72"
"empirical_var_select_fit_mi_lambda21_lower","0"
"empirical_var_select_fit_mi_lambda21_upper","3.72"
"empirical_var_select_fit_mi_lambda21_bulk_ess","5020.91"
"empirical_var_select_fit_mi_lambda21_tail_ess","3480.72"
"empirical_var_select_fit_mi_lambda21_rhat","1"
"empirical_var_select_fit_mi_lambda22_median","0.77"
"empirical_var_select_fit_mi_lambda22_lower","0"
"empirical_var_select_fit_mi_lambda22_upper","4.12"
"empirical_var_select_fit_mi_lambda22_bulk_ess","5773.01"
"empirical_var_select_fit_mi_lambda22_tail_ess","4506.03"
"empirical_var_select_fit_mi_lambda22_rhat","1"
"empirical_var_select_fit_mi_lambda23_median","0.77"
"empirical_var_select_fit_mi_lambda23_lower","0"
"empirical_var_select_fit_mi_lambda23_upper","3.99"
"empirical_var_select_fit_mi_lambda23_bulk_ess","5115.06"
"empirical_var_select_fit_mi_lambda23_tail_ess","4135.04"
"empirical_var_select_fit_mi_lambda23_rhat","1"
"empirical_var_select_fit_mi_lambda24_median","0.77"
"empirical_var_select_fit_mi_lambda24_lower","0"
"empirical_var_select_fit_mi_lambda24_upper","4.03"
"empirical_var_select_fit_mi_lambda24_bulk_ess","5812.73"
"empirical_var_select_fit_mi_lambda24_tail_ess","4757.4"
"empirical_var_select_fit_mi_lambda24_rhat","1"
"empirical_var_select_fit_mi_lambda25_median","0.74"
"empirical_var_select_fit_mi_lambda25_lower","0"
"empirical_var_select_fit_mi_lambda25_upper","4.13"
"empirical_var_select_fit_mi_lambda25_bulk_ess","6459.68"
"empirical_var_select_fit_mi_lambda25_tail_ess","4870.07"
"empirical_var_select_fit_mi_lambda25_rhat","1"
"empirical_var_select_fit_mi_lambda26_median","0.73"
"empirical_var_select_fit_mi_lambda26_lower","0"
"empirical_var_select_fit_mi_lambda26_upper","3.89"
"empirical_var_select_fit_mi_lambda26_bulk_ess","5784.8"
"empirical_var_select_fit_mi_lambda26_tail_ess","4429.89"
"empirical_var_select_fit_mi_lambda26_rhat","1"
"empirical_var_select_fit_mi_lambda27_median","0.73"
"empirical_var_select_fit_mi_lambda27_lower","0"
"empirical_var_select_fit_mi_lambda27_upper","3.91"
"empirical_var_select_fit_mi_lambda27_bulk_ess","5920.69"
"empirical_var_select_fit_mi_lambda27_tail_ess","4522.6"
"empirical_var_select_fit_mi_lambda27_rhat","1"
"empirical_var_select_fit_mi_lambda28_median","0.74"
"empirical_var_select_fit_mi_lambda28_lower","0"
"empirical_var_select_fit_mi_lambda28_upper","3.86"
"empirical_var_select_fit_mi_lambda28_bulk_ess","5903.76"
"empirical_var_select_fit_mi_lambda28_tail_ess","3921.32"
"empirical_var_select_fit_mi_lambda28_rhat","1"
"empirical_var_select_fit_mi_lambda29_median","0.78"
"empirical_var_select_fit_mi_lambda29_lower","0"
"empirical_var_select_fit_mi_lambda29_upper","4.28"
"empirical_var_select_fit_mi_lambda29_bulk_ess","6230.56"
"empirical_var_select_fit_mi_lambda29_tail_ess","4955.44"
"empirical_var_select_fit_mi_lambda29_rhat","1"
"empirical_var_select_fit_mi_lambda30_median","0.76"
"empirical_var_select_fit_mi_lambda30_lower","0"
"empirical_var_select_fit_mi_lambda30_upper","3.82"
"empirical_var_select_fit_mi_lambda30_bulk_ess","6061.05"
"empirical_var_select_fit_mi_lambda30_tail_ess","4216.27"
"empirical_var_select_fit_mi_lambda30_rhat","1"
"empirical_var_select_fit_mi_lambda31_median","0.77"
"empirical_var_select_fit_mi_lambda31_lower","0"
"empirical_var_select_fit_mi_lambda31_upper","4.08"
"empirical_var_select_fit_mi_lambda31_bulk_ess","5591.33"
"empirical_var_select_fit_mi_lambda31_tail_ess","4463.2"
"empirical_var_select_fit_mi_lambda31_rhat","1"
"empirical_var_select_fit_mi_lambda32_median","0.73"
"empirical_var_select_fit_mi_lambda32_lower","0"
"empirical_var_select_fit_mi_lambda32_upper","4.06"
"empirical_var_select_fit_mi_lambda32_bulk_ess","6374.96"
"empirical_var_select_fit_mi_lambda32_tail_ess","4507.93"
"empirical_var_select_fit_mi_lambda32_rhat","1"
"empirical_var_select_fit_mi_lambda33_median","0.75"
"empirical_var_select_fit_mi_lambda33_lower","0"
"empirical_var_select_fit_mi_lambda33_upper","3.97"
"empirical_var_select_fit_mi_lambda33_bulk_ess","4954.05"
"empirical_var_select_fit_mi_lambda33_tail_ess","4180.88"
"empirical_var_select_fit_mi_lambda33_rhat","1"
"empirical_var_select_fit_mi_lambda34_median","0.9"
"empirical_var_select_fit_mi_lambda34_lower","0"
"empirical_var_select_fit_mi_lambda34_upper","4.92"
"empirical_var_select_fit_mi_lambda34_bulk_ess","5203.28"
"empirical_var_select_fit_mi_lambda34_tail_ess","4610.09"
"empirical_var_select_fit_mi_lambda34_rhat","1"
"empirical_var_select_fit_mi_lambda35_median","0.92"
"empirical_var_select_fit_mi_lambda35_lower","0"
"empirical_var_select_fit_mi_lambda35_upper","4.5"
"empirical_var_select_fit_mi_lambda35_bulk_ess","5087.12"
"empirical_var_select_fit_mi_lambda35_tail_ess","3651.55"
"empirical_var_select_fit_mi_lambda35_rhat","1"
"empirical_var_select_fit_mi_lambda36_median","0.75"
"empirical_var_select_fit_mi_lambda36_lower","0"
"empirical_var_select_fit_mi_lambda36_upper","3.94"
"empirical_var_select_fit_mi_lambda36_bulk_ess","5531.63"
"empirical_var_select_fit_mi_lambda36_tail_ess","4622.81"
"empirical_var_select_fit_mi_lambda36_rhat","1"
"empirical_var_select_fit_mi_lambda37_median","0.78"
"empirical_var_select_fit_mi_lambda37_lower","0"
"empirical_var_select_fit_mi_lambda37_upper","4.07"
"empirical_var_select_fit_mi_lambda37_bulk_ess","5699.57"
"empirical_var_select_fit_mi_lambda37_tail_ess","4157.07"
"empirical_var_select_fit_mi_lambda37_rhat","1"
"empirical_var_select_fit_mi_lambda38_median","0.8"
"empirical_var_select_fit_mi_lambda38_lower","0"
"empirical_var_select_fit_mi_lambda38_upper","4.24"
"empirical_var_select_fit_mi_lambda38_bulk_ess","6038.52"
"empirical_var_select_fit_mi_lambda38_tail_ess","4961.32"
"empirical_var_select_fit_mi_lambda38_rhat","1"
"empirical_var_select_fit_mi_lambda39_median","0.8"
"empirical_var_select_fit_mi_lambda39_lower","0"
"empirical_var_select_fit_mi_lambda39_upper","4.24"
"empirical_var_select_fit_mi_lambda39_bulk_ess","5456.93"
"empirical_var_select_fit_mi_lambda39_tail_ess","4322.13"
"empirical_var_select_fit_mi_lambda39_rhat","1"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_median","1.15"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_lower","0.68"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_upper","2.24"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_bulk_ess","6157.52"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_tail_ess","7296.86"
"empirical_var_select_fit_pr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_rhat","1"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_median","1.05"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_lower","0.76"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_upper","1.56"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_bulk_ess","7517.21"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_tail_ess","6857.57"
"empirical_var_select_fit_pr_mi_comm_type=='fishing'\\&sex=='M':comm_type=='fishing'\\&sex=='F'_rhat","1"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_median","1.63"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_lower","0.91"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_upper","2.9"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_bulk_ess","3158.41"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_tail_ess","3506.42"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='fishing':comm_type=='inland'_rhat","1"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_median","1.16"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_lower","0.69"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_upper","2.29"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_bulk_ess","6209.55"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_tail_ess","7608.05"
"empirical_var_select_fit_multivar_rr_mi_comm_type=='inland'\\&in_migrant==TRUE:comm_type=='inland'\\&in_migrant==FALSE_rhat","1"
"empirical_var_select_n_participant_visits","1,970"
"all_unique_n_corr","1"
"all_unique_mi_corr","0.97"
"unique_unique_alt_n_corr","0.99"
"unique_unique_alt_mi_corr","0.94"
"n_unique_N_obs_gt_0","2,029"
"p_unique_N_obs_gt_0","79.54"
"median_unique_N_obs","20"
"iqr_unique_N_obs","17"
"median_unique_N_obs_bp","5000"
"iqr_unique_N_obs_bp","4250"
"median_unique_N_obs_3_3.5","9"
"iqr_unique_N_obs_3_3.5","12"
"median_unique_N_obs_5_inf","29"
"iqr_unique_N_obs_5_inf","5"
"median_unique_N_obs_bc","27"
"iqr_unique_N_obs_bc","9"
"median_unique_N_obs_amp","13"
"iqr_unique_N_obs_amp","13"
"n_unique_MI_obs_gt_0","181"
"p_unique_MI_obs_gt_0","8.92"
"p_unique_MI_obs_0","91.08"
"n_unique_MI_obs_gt_0_N_obs_29","52"
"n_unique_N_obs_29","424"
"p_unique_MI_obs_gt_0_N_obs_29","12.26"
"n_unique_MI_obs_gt_0_N_obs_lt_29","129"
"n_unique_N_obs_lt_29","1605"
"p_unique_MI_obs_gt_0_N_obs_lt_29","8.04"
"n_unique_participants_N_obs_gt_0","2,029"
"n_unique_MI_obs_median","2"
"n_unique_MI_obs_iqr","3"
"p_unique_N_obs_w_MI_obs_median","11.11"
"p_unique_N_obs_w_MI_obs_iqr","19.14"
"median_multi_subgraph_dist","0.19"
"iqr_multi_subgraph_dist","0.17"
"n_men_par_sexpeverNum","516"
"p_men_par_sexpeverNum","51.76"
"n_men_par_sexpeverMany","477"
"p_men_par_sexpeverMany","47.84"
"n_men_par_sexpeverMissing","4"
"p_men_par_sexpeverMissing","0.4"
"n_unique_N_obs_gt_0_amplicon","1,742"
"n_unique_MI_obs_gt_0_amplicon","75"
"p_unique_MI_obs_gt_0_amplicon","4.31"
"p_amplicon_fishing","76.02"
"p_bait_fishing","50.45"
"empirical_age_sex_comm_fit_ind_prob_mi_ge_50_median","92"
"empirical_age_sex_comm_fit_ind_prob_mi_ge_50_median_percent","4.53"
"empirical_age_sex_comm_fit_ind_prob_mi_ge_empirical_median","118"
"empirical_age_sex_comm_fit_ind_prob_mi_empirical_median_percent","3.5"
"empirical_sexpever_men_fit_rr_fishing2429_30v1_median","2.47"
"empirical_sexpever_men_fit_rr_fishing2429_30v1_lower","0.7"
"empirical_sexpever_men_fit_rr_fishing2429_30v1_upper","5.61"
