name	median	lower	upper	bulk_ess	tail_ess	rhat	idx	id
logit_prob_seq_ind[406]	-0.794559	-1.82695	0.380163	10140.816837286833	5399.696008954206	0.9998946983871989	406	406
logit_prob_seq_ind[407]	-0.565411	-2.11514	1.06371	12228.117298120496	5356.360630274311	0.999921886367679	407	407
logit_prob_seq_ind[408]	-1.060235	-2.47196	0.203327	9719.38001494018	5088.969101581757	1.000147661464848	408	408
logit_prob_seq_ind[409]	-0.08819995	-0.834608	0.687647	8483.146893484716	3701.918742438171	1.00030552795626	409	409
logit_prob_seq_ind[40]	0.39134749999999996	-0.635548	1.54567	12054.579401678206	5180.360401224433	1.0001457590464762	40	40
logit_prob_seq_ind[410]	-0.6294915	-1.32968	0.131331	11668.342083294401	5371.793770555264	1.0017934775788842	410	410
logit_prob_seq_ind[411]	0.1406605	-0.709177	0.972342	9633.536660855536	4977.483422737352	1.0001054789276156	411	411
logit_prob_seq_ind[412]	0.904291	0.0566308	1.7875	11831.925676503419	5066.639008529581	0.9999060666867288	412	412
logit_prob_seq_ind[413]	0.1854445	-0.377982	0.798372	10913.073103751643	5419.757257142284	1.0000688416179395	413	413
logit_prob_seq_ind[414]	-1.055245	-1.79897	-0.363846	8858.94965352158	4928.558065655749	0.9999921357200003	414	414
logit_prob_seq_ind[415]	-0.31723650000000003	-1.63784	0.868249	10628.694714446494	5124.703705420156	1.000047932739907	415	415
logit_prob_seq_ind[416]	-0.16610599999999998	-1.12939	0.939632	11273.541044135056	5571.9728704569125	0.9998908527819027	416	416
logit_prob_seq_ind[417]	0.3665395	-0.3658	1.17626	11665.735233579031	5357.55596540735	1.0000042748692846	417	417
logit_prob_seq_ind[418]	0.1839175	-1.47372	2.05629	11042.438405432173	4785.044902737545	1.0004226262732427	418	418
logit_prob_seq_ind[419]	0.5267565	-1.06029	2.19591	9163.417348612833	5088.965572037647	1.0001843323140511	419	419
logit_prob_seq_ind[41]	-0.8645455	-1.73417	0.0654541	14088.090024185283	5341.152585933494	0.999895385634204	41	41
